년도,구분,죄종,발생검거,건수
2014,남대문,살인,발생,3
2014,남대문,살인,검거,3
2014,남대문,강도,발생,5
2014,남대문,강도,검거,5
2014,남대문,강간,발생,78
2014,남대문,강간,검거,56
2014,남대문,절도,발생,1212
2014,남대문,절도,검거,479
2014,남대문,폭력,발생,1001
2014,남대문,폭력,검거,893
2014,서대문,살인,발생,3
2014,서대문,살인,검거,3
2014,서대문,강도,발생,4
2014,서대문,강도,검거,7
2014,서대문,강간,발생,185
2014,서대문,강간,검거,150
2014,서대문,절도,발생,1883
2014,서대문,절도,검거,665
2014,서대문,폭력,발생,2119
2014,서대문,폭력,검거,1763
2014,혜화,살인,발생,0
2014,혜화,살인,검거,0
2014,혜화,강도,발생,6
2014,혜화,강도,검거,5
2014,혜화,강간,발생,104
2014,혜화,강간,검거,61
2014,혜화,절도,발생,1297
2014,혜화,절도,검거,695
2014,혜화,폭력,발생,1225
2014,혜화,폭력,검거,1087
2014,용산,살인,발생,1
2014,용산,살인,검거,2
2014,용산,강도,발생,7
2014,용산,강도,검거,7
2014,용산,강간,발생,213
2014,용산,강간,검거,169
2014,용산,절도,발생,1560
2014,용산,절도,검거,522
2014,용산,폭력,발생,2018
2014,용산,폭력,검거,1640
2014,성북,살인,발생,6
2014,성북,살인,검거,3
2014,성북,강도,발생,7
2014,성북,강도,검거,5
2014,성북,강간,발생,93
2014,성북,강간,검거,77
2014,성북,절도,발생,1141
2014,성북,절도,검거,362
2014,성북,폭력,발생,1215
2014,성북,폭력,검거,1033
2014,동대문,살인,발생,12
2014,동대문,살인,검거,11
2014,동대문,강도,발생,13
2014,동대문,강도,검거,8
2014,동대문,강간,발생,141
2014,동대문,강간,검거,112
2014,동대문,절도,발생,1809
2014,동대문,절도,검거,676
2014,동대문,폭력,발생,2388
2014,동대문,폭력,검거,2075
2014,마포,살인,발생,4
2014,마포,살인,검거,4
2014,마포,강도,발생,22
2014,마포,강도,검거,9
2014,마포,강간,발생,265
2014,마포,강간,검거,218
2014,마포,절도,발생,2763
2014,마포,절도,검거,742
2014,마포,폭력,발생,2686
2014,마포,폭력,검거,2163
2014,영등포,살인,발생,14
2014,영등포,살인,검거,15
2014,영등포,강도,발생,10
2014,영등포,강도,검거,5
2014,영등포,강간,발생,250
2014,영등포,강간,검거,183
2014,영등포,절도,발생,3080
2014,영등포,절도,검거,892
2014,영등포,폭력,발생,3649
2014,영등포,폭력,검거,2977
2014,성동,살인,발생,1
2014,성동,살인,검거,1
2014,성동,강도,발생,5
2014,성동,강도,검거,6
2014,성동,강간,발생,141
2014,성동,강간,검거,103
2014,성동,절도,발생,1753
2014,성동,절도,검거,529
2014,성동,폭력,발생,1682
2014,성동,폭력,검거,1409
2014,동작,살인,발생,2
2014,동작,살인,검거,2
2014,동작,강도,발생,9
2014,동작,강도,검거,7
2014,동작,강간,발생,203
2014,동작,강간,검거,120
2014,동작,절도,발생,1787
2014,동작,절도,검거,603
2014,동작,폭력,발생,1868
2014,동작,폭력,검거,1580
2014,광진,살인,발생,8
2014,광진,살인,검거,9
2014,광진,강도,발생,16
2014,광진,강도,검거,22
2014,광진,강간,발생,249
2014,광진,강간,검거,199
2014,광진,절도,발생,3167
2014,광진,절도,검거,1001
2014,광진,폭력,발생,2828
2014,광진,폭력,검거,2300
2014,서부,살인,발생,0
2014,서부,살인,검거,0
2014,서부,강도,발생,13
2014,서부,강도,검거,11
2014,서부,강간,발생,74
2014,서부,강간,검거,57
2014,서부,절도,발생,1010
2014,서부,절도,검거,365
2014,서부,폭력,발생,1303
2014,서부,폭력,검거,1065
2014,강북,살인,발생,6
2014,강북,살인,검거,5
2014,강북,강도,발생,21
2014,강북,강도,검거,10
2014,강북,강간,발생,189
2014,강북,강간,검거,152
2014,강북,절도,발생,1494
2014,강북,절도,검거,575
2014,강북,폭력,발생,2320
2014,강북,폭력,검거,2064
2014,금천,살인,발생,7
2014,금천,살인,검거,7
2014,금천,강도,발생,9
2014,금천,강도,검거,6
2014,금천,강간,발생,162
2014,금천,강간,검거,133
2014,금천,절도,발생,1552
2014,금천,절도,검거,496
2014,금천,폭력,발생,2112
2014,금천,폭력,검거,1792
2014,중랑,살인,발생,11
2014,중랑,살인,검거,10
2014,중랑,강도,발생,14
2014,중랑,강도,검거,11
2014,중랑,강간,발생,163
2014,중랑,강간,검거,118
2014,중랑,절도,발생,2390
2014,중랑,절도,검거,823
2014,중랑,폭력,발생,2775
2014,중랑,폭력,검거,2297
2014,강남,살인,발생,8
2014,강남,살인,검거,4
2014,강남,강도,발생,19
2014,강남,강도,검거,17
2014,강남,강간,발생,373
2014,강남,강간,검거,288
2014,강남,절도,발생,2340
2014,강남,절도,검거,786
2014,강남,폭력,발생,2685
2014,강남,폭력,검거,2234
2014,관악,살인,발생,7
2014,관악,살인,검거,8
2014,관악,강도,발생,25
2014,관악,강도,검거,22
2014,관악,강간,발생,361
2014,관악,강간,검거,238
2014,관악,절도,발생,3029
2014,관악,절도,검거,784
2014,관악,폭력,발생,3359
2014,관악,폭력,검거,2649
2014,강서,살인,발생,8
2014,강서,살인,검거,6
2014,강서,강도,발생,9
2014,강서,강도,검거,9
2014,강서,강간,발생,214
2014,강서,강간,검거,179
2014,강서,절도,발생,2341
2014,강서,절도,검거,734
2014,강서,폭력,발생,2717
2014,강서,폭력,검거,2297
2014,강동,살인,발생,5
2014,강동,살인,검거,4
2014,강동,강도,발생,10
2014,강동,강도,검거,8
2014,강동,강간,발생,148
2014,강동,강간,검거,129
2014,강동,절도,발생,2425
2014,강동,절도,검거,827
2014,강동,폭력,발생,2804
2014,강동,폭력,검거,2317
2014,종암,살인,발생,2
2014,종암,살인,검거,2
2014,종암,강도,발생,9
2014,종암,강도,검거,15
2014,종암,강간,발생,72
2014,종암,강간,검거,51
2014,종암,절도,발생,989
2014,종암,절도,검거,573
2014,종암,폭력,발생,1072
2014,종암,폭력,검거,907
2014,구로,살인,발생,3
2014,구로,살인,검거,3
2014,구로,강도,발생,14
2014,구로,강도,검거,10
2014,구로,강간,발생,252
2014,구로,강간,검거,186
2014,구로,절도,발생,2377
2014,구로,절도,검거,579
2014,구로,폭력,발생,2743
2014,구로,폭력,검거,2207
2014,서초,살인,발생,4
2014,서초,살인,검거,6
2014,서초,강도,발생,12
2014,서초,강도,검거,10
2014,서초,강간,발생,224
2014,서초,강간,검거,145
2014,서초,절도,발생,2018
2014,서초,절도,검거,587
2014,서초,폭력,발생,1820
2014,서초,폭력,검거,1561
2014,양천,살인,발생,5
2014,양천,살인,검거,5
2014,양천,강도,발생,11
2014,양천,강도,검거,10
2014,양천,강간,발생,129
2014,양천,강간,검거,96
2014,양천,절도,발생,2058
2014,양천,절도,검거,630
2014,양천,폭력,발생,2439
2014,양천,폭력,검거,1913
2014,송파,살인,발생,9
2014,송파,살인,검거,8
2014,송파,강도,발생,9
2014,송파,강도,검거,10
2014,송파,강간,발생,255
2014,송파,강간,검거,195
2014,송파,절도,발생,4199
2014,송파,절도,검거,885
2014,송파,폭력,발생,3532
2014,송파,폭력,검거,2884
2014,노원,살인,발생,5
2014,노원,살인,검거,4
2014,노원,강도,발생,8
2014,노원,강도,검거,7
2014,노원,강간,발생,173
2014,노원,강간,검거,136
2014,노원,절도,발생,2404
2014,노원,절도,검거,803
2014,노원,폭력,발생,2722
2014,노원,폭력,검거,2350
2014,방배,살인,발생,2
2014,방배,살인,검거,3
2014,방배,강도,발생,2
2014,방배,강도,검거,2
2014,방배,강간,발생,61
2014,방배,강간,검거,39
2014,방배,절도,발생,729
2014,방배,절도,검거,195
2014,방배,폭력,발생,686
2014,방배,폭력,검거,574
2014,은평,살인,발생,5
2014,은평,살인,검거,3
2014,은평,강도,발생,11
2014,은평,강도,검거,10
2014,은평,강간,발생,114
2014,은평,강간,검거,101
2014,은평,절도,발생,1342
2014,은평,절도,검거,433
2014,은평,폭력,발생,1559
2014,은평,폭력,검거,1280
2014,도봉,살인,발생,6
2014,도봉,살인,검거,7
2014,도봉,강도,발생,11
2014,도봉,강도,검거,15
2014,도봉,강간,발생,172
2014,도봉,강간,검거,159
2014,도봉,절도,발생,1350
2014,도봉,절도,검거,478
2014,도봉,폭력,발생,1585
2014,도봉,폭력,검거,1327
2014,수서,살인,발생,5
2014,수서,살인,검거,5
2014,수서,강도,발생,18
2014,수서,강도,검거,12
2014,수서,강간,발생,139
2014,수서,강간,검거,115
2014,수서,절도,발생,1555
2014,수서,절도,검거,407
2014,수서,폭력,발생,1709
2014,수서,폭력,검거,1394
2015,중부,살인,발생,2
2015,중부,살인,검거,2
2015,중부,강도,발생,3
2015,중부,강도,검거,2
2015,중부,강간,발생,105
2015,중부,강간,검거,65
2015,중부,절도,발생,1395
2015,중부,절도,검거,477
2015,중부,폭력,발생,1355
2015,중부,폭력,검거,1170
2015,종로,살인,발생,3
2015,종로,살인,검거,3
2015,종로,강도,발생,6
2015,종로,강도,검거,5
2015,종로,강간,발생,115
2015,종로,강간,검거,98
2015,종로,절도,발생,1070
2015,종로,절도,검거,413
2015,종로,폭력,발생,1278
2015,종로,폭력,검거,1070
2015,남대문,살인,발생,1
2015,남대문,살인,검거,0
2015,남대문,강도,발생,6
2015,남대문,강도,검거,4
2015,남대문,강간,발생,65
2015,남대문,강간,검거,46
2015,남대문,절도,발생,1153
2015,남대문,절도,검거,382
2015,남대문,폭력,발생,869
2015,남대문,폭력,검거,794
2015,서대문,살인,발생,2
2015,서대문,살인,검거,2
2015,서대문,강도,발생,5
2015,서대문,강도,검거,4
2015,서대문,강간,발생,154
2015,서대문,강간,검거,124
2015,서대문,절도,발생,1812
2015,서대문,절도,검거,738
2015,서대문,폭력,발생,2056
2015,서대문,폭력,검거,1711
2015,혜화,살인,발생,3
2015,혜화,살인,검거,2
2015,혜화,강도,발생,5
2015,혜화,강도,검거,4
2015,혜화,강간,발생,96
2015,혜화,강간,검거,63
2015,혜화,절도,발생,1114
2015,혜화,절도,검거,424
2015,혜화,폭력,발생,1015
2015,혜화,폭력,검거,861
2015,용산,살인,발생,5
2015,용산,살인,검거,5
2015,용산,강도,발생,14
2015,용산,강도,검거,14
2015,용산,강간,발생,194
2015,용산,강간,검거,173
2015,용산,절도,발생,1557
2015,용산,절도,검거,587
2015,용산,폭력,발생,2050
2015,용산,폭력,검거,1704
2015,성북,살인,발생,2
2015,성북,살인,검거,2
2015,성북,강도,발생,2
2015,성북,강도,검거,1
2015,성북,강간,발생,86
2015,성북,강간,검거,71
2015,성북,절도,발생,953
2015,성북,절도,검거,409
2015,성북,폭력,발생,1194
2015,성북,폭력,검거,1015
2015,동대문,살인,발생,5
2015,동대문,살인,검거,5
2015,동대문,강도,발생,13
2015,동대문,강도,검거,13
2015,동대문,강간,발생,173
2015,동대문,강간,검거,146
2015,동대문,절도,발생,1981
2015,동대문,절도,검거,814
2015,동대문,폭력,발생,2548
2015,동대문,폭력,검거,2227
2015,마포,살인,발생,8
2015,마포,살인,검거,8
2015,마포,강도,발생,14
2015,마포,강도,검거,10
2015,마포,강간,발생,294
2015,마포,강간,검거,247
2015,마포,절도,발생,2555
2015,마포,절도,검거,813
2015,마포,폭력,발생,2983
2015,마포,폭력,검거,2519
2015,영등포,살인,발생,14
2015,영등포,살인,검거,12
2015,영등포,강도,발생,22
2015,영등포,강도,검거,20
2015,영등포,강간,발생,295
2015,영등포,강간,검거,183
2015,영등포,절도,발생,2964
2015,영등포,절도,검거,978
2015,영등포,폭력,발생,3572
2015,영등포,폭력,검거,2961
2015,성동,살인,발생,4
2015,성동,살인,검거,4
2015,성동,강도,발생,9
2015,성동,강도,검거,8
2015,성동,강간,발생,126
2015,성동,강간,검거,119
2015,성동,절도,발생,1607
2015,성동,절도,검거,597
2015,성동,폭력,발생,1612
2015,성동,폭력,검거,1395
2015,동작,살인,발생,5
2015,동작,살인,검거,5
2015,동작,강도,발생,9
2015,동작,강도,검거,5
2015,동작,강간,발생,285
2015,동작,강간,검거,139
2015,동작,절도,발생,1865
2015,동작,절도,검거,661
2015,동작,폭력,발생,1910
2015,동작,폭력,검거,1587
2015,광진,살인,발생,4
2015,광진,살인,검거,4
2015,광진,강도,발생,14
2015,광진,강도,검거,26
2015,광진,강간,발생,240
2015,광진,강간,검거,220
2015,광진,절도,발생,3026
2015,광진,절도,검거,1277
2015,광진,폭력,발생,2625
2015,광진,폭력,검거,2180
2015,서부,살인,발생,2
2015,서부,살인,검거,2
2015,서부,강도,발생,2
2015,서부,강도,검거,1
2015,서부,강간,발생,70
2015,서부,강간,검거,59
2015,서부,절도,발생,819
2015,서부,절도,검거,293
2015,서부,폭력,발생,1192
2015,서부,폭력,검거,1038
2015,강북,살인,발생,7
2015,강북,살인,검거,8
2015,강북,강도,발생,14
2015,강북,강도,검거,13
2015,강북,강간,발생,153
2015,강북,강간,검거,126
2015,강북,절도,발생,1434
2015,강북,절도,검거,618
2015,강북,폭력,발생,2649
2015,강북,폭력,검거,2348
2015,금천,살인,발생,3
2015,금천,살인,검거,4
2015,금천,강도,발생,6
2015,금천,강도,검거,6
2015,금천,강간,발생,151
2015,금천,강간,검거,122
2015,금천,절도,발생,1567
2015,금천,절도,검거,888
2015,금천,폭력,발생,2054
2015,금천,폭력,검거,1776
2015,중랑,살인,발생,13
2015,중랑,살인,검거,12
2015,중랑,강도,발생,11
2015,중랑,강도,검거,9
2015,중랑,강간,발생,187
2015,중랑,강간,검거,148
2015,중랑,절도,발생,2135
2015,중랑,절도,검거,829
2015,중랑,폭력,발생,2847
2015,중랑,폭력,검거,2407
2015,강남,살인,발생,3
2015,강남,살인,검거,3
2015,강남,강도,발생,15
2015,강남,강도,검거,12
2015,강남,강간,발생,300
2015,강남,강간,검거,225
2015,강남,절도,발생,2411
2015,강남,절도,검거,984
2015,강남,폭력,발생,2465
2015,강남,폭력,검거,2146
2015,관악,살인,발생,9
2015,관악,살인,검거,8
2015,관악,강도,발생,12
2015,관악,강도,검거,14
2015,관악,강간,발생,320
2015,관악,강간,검거,221
2015,관악,절도,발생,2706
2015,관악,절도,검거,827
2015,관악,폭력,발생,3298
2015,관악,폭력,검거,2642
2015,강서,살인,발생,7
2015,강서,살인,검거,8
2015,강서,강도,발생,13
2015,강서,강도,검거,13
2015,강서,강간,발생,262
2015,강서,강간,검거,191
2015,강서,절도,발생,2096
2015,강서,절도,검거,1260
2015,강서,폭력,발생,3207
2015,강서,폭력,검거,2718
2015,강동,살인,발생,4
2015,강동,살인,검거,3
2015,강동,강도,발생,6
2015,강동,강도,검거,8
2015,강동,강간,발생,156
2015,강동,강간,검거,123
2015,강동,절도,발생,2366
2015,강동,절도,검거,789
2015,강동,폭력,발생,2712
2015,강동,폭력,검거,2248
2015,종암,살인,발생,3
2015,종암,살인,검거,3
2015,종암,강도,발생,3
2015,종암,강도,검거,3
2015,종암,강간,발생,64
2015,종암,강간,검거,53
2015,종암,절도,발생,832
2015,종암,절도,검거,332
2015,종암,폭력,발생,1015
2015,종암,폭력,검거,840
2015,구로,살인,발생,8
2015,구로,살인,검거,6
2015,구로,강도,발생,15
2015,구로,강도,검거,11
2015,구로,강간,발생,281
2015,구로,강간,검거,164
2015,구로,절도,발생,2335
2015,구로,절도,검거,889
2015,구로,폭력,발생,3007
2015,구로,폭력,검거,2432
2015,서초,살인,발생,7
2015,서초,살인,검거,4
2015,서초,강도,발생,8
2015,서초,강도,검거,5
2015,서초,강간,발생,334
2015,서초,강간,검거,193
2015,서초,절도,발생,1982
2015,서초,절도,검거,905
2015,서초,폭력,발생,1852
2015,서초,폭력,검거,1607
2015,양천,살인,발생,3
2015,양천,살인,검거,5
2015,양천,강도,발생,6
2015,양천,강도,검거,3
2015,양천,강간,발생,120
2015,양천,강간,검거,105
2015,양천,절도,발생,1890
2015,양천,절도,검거,672
2015,양천,폭력,발생,2509
2015,양천,폭력,검거,2030
2015,송파,살인,발생,11
2015,송파,살인,검거,10
2015,송파,강도,발생,13
2015,송파,강도,검거,10
2015,송파,강간,발생,220
2015,송파,강간,검거,178
2015,송파,절도,발생,3239
2015,송파,절도,검거,1129
2015,송파,폭력,발생,3295
2015,송파,폭력,검거,2786
2015,노원,살인,발생,10
2015,노원,살인,검거,10
2015,노원,강도,발생,7
2015,노원,강도,검거,7
2015,노원,강간,발생,197
2015,노원,강간,검거,121
2015,노원,절도,발생,2193
2015,노원,절도,검거,801
2015,노원,폭력,발생,2723
2015,노원,폭력,검거,2329
2015,방배,살인,발생,1
2015,방배,살인,검거,2
2015,방배,강도,발생,1
2015,방배,강도,검거,1
2015,방배,강간,발생,59
2015,방배,강간,검거,56
2015,방배,절도,발생,653
2015,방배,절도,검거,186
2015,방배,폭력,발생,547
2015,방배,폭력,검거,491
2015,은평,살인,발생,1
2015,은평,살인,검거,1
2015,은평,강도,발생,7
2015,은평,강도,검거,5
2015,은평,강간,발생,96
2015,은평,강간,검거,82
2015,은평,절도,발생,1095
2015,은평,절도,검거,418
2015,은평,폭력,발생,1461
2015,은평,폭력,검거,1268
2015,도봉,살인,발생,3
2015,도봉,살인,검거,3
2015,도봉,강도,발생,9
2015,도봉,강도,검거,10
2015,도봉,강간,발생,102
2015,도봉,강간,검거,106
2015,도봉,절도,발생,1063
2015,도봉,절도,검거,478
2015,도봉,폭력,발생,1487
2015,도봉,폭력,검거,1303
2015,수서,살인,발생,10
2015,수서,살인,검거,7
2015,수서,강도,발생,6
2015,수서,강도,검거,6
2015,수서,강간,발생,149
2015,수서,강간,검거,124
2015,수서,절도,발생,1439
2015,수서,절도,검거,666
2015,수서,폭력,발생,1819
2015,수서,폭력,검거,1559
2016,중부,살인,발생,2
2016,중부,살인,검거,2
2016,중부,강도,발생,3
2016,중부,강도,검거,3
2016,중부,강간,발생,141
2016,중부,강간,검거,96
2016,중부,절도,발생,1204
2016,중부,절도,검거,485
2016,중부,폭력,발생,1335
2016,중부,폭력,검거,1164
2016,종로,살인,발생,4
2016,종로,살인,검거,0
2016,종로,강도,발생,6
2016,종로,강도,검거,3
2016,종로,강간,발생,137
2016,종로,강간,검거,113
2016,종로,절도,발생,952
2016,종로,절도,검거,389
2016,종로,폭력,발생,1291
2016,종로,폭력,검거,1135
2016,남대문,살인,발생,1
2016,남대문,살인,검거,1
2016,남대문,강도,발생,5
2016,남대문,강도,검거,4
2016,남대문,강간,발생,57
2016,남대문,강간,검거,52
2016,남대문,절도,발생,946
2016,남대문,절도,검거,429
2016,남대문,폭력,발생,890
2016,남대문,폭력,검거,832
2016,서대문,살인,발생,6
2016,서대문,살인,검거,7
2016,서대문,강도,발생,5
2016,서대문,강도,검거,4
2016,서대문,강간,발생,175
2016,서대문,강간,검거,147
2016,서대문,절도,발생,1503
2016,서대문,절도,검거,752
2016,서대문,폭력,발생,1976
2016,서대문,폭력,검거,1644
2016,혜화,살인,발생,2
2016,혜화,살인,검거,2
2016,혜화,강도,발생,6
2016,혜화,강도,검거,6
2016,혜화,강간,발생,101
2016,혜화,강간,검거,64
2016,혜화,절도,발생,988
2016,혜화,절도,검거,379
2016,혜화,폭력,발생,972
2016,혜화,폭력,검거,842
2016,용산,살인,발생,4
2016,용산,살인,검거,4
2016,용산,강도,발생,9
2016,용산,강도,검거,10
2016,용산,강간,발생,251
2016,용산,강간,검거,214
2016,용산,절도,발생,1489
2016,용산,절도,검거,599
2016,용산,폭력,발생,2384
2016,용산,폭력,검거,2008
2016,성북,살인,발생,2
2016,성북,살인,검거,2
2016,성북,강도,발생,3
2016,성북,강도,검거,3
2016,성북,강간,발생,103
2016,성북,강간,검거,75
2016,성북,절도,발생,790
2016,성북,절도,검거,381
2016,성북,폭력,발생,1176
2016,성북,폭력,검거,1004
2016,동대문,살인,발생,5
2016,동대문,살인,검거,5
2016,동대문,강도,발생,10
2016,동대문,강도,검거,12
2016,동대문,강간,발생,190
2016,동대문,강간,검거,158
2016,동대문,절도,발생,1940
2016,동대문,절도,검거,1071
2016,동대문,폭력,발생,2642
2016,동대문,폭력,검거,2377
2016,마포,살인,발생,4
2016,마포,살인,검거,4
2016,마포,강도,발생,4
2016,마포,강도,검거,7
2016,마포,강간,발생,399
2016,마포,강간,검거,320
2016,마포,절도,발생,2527
2016,마포,절도,검거,940
2016,마포,폭력,발생,2939
2016,마포,폭력,검거,2500
2016,영등포,살인,발생,13
2016,영등포,살인,검거,13
2016,영등포,강도,발생,19
2016,영등포,강도,검거,14
2016,영등포,강간,발생,356
2016,영등포,강간,검거,225
2016,영등포,절도,발생,2341
2016,영등포,절도,검거,940
2016,영등포,폭력,발생,3593
2016,영등포,폭력,검거,3007
2016,성동,살인,발생,4
2016,성동,살인,검거,5
2016,성동,강도,발생,3
2016,성동,강도,검거,5
2016,성동,강간,발생,104
2016,성동,강간,검거,78
2016,성동,절도,발생,1296
2016,성동,절도,검거,896
2016,성동,폭력,발생,1619
2016,성동,폭력,검거,1408
2016,동작,살인,발생,8
2016,동작,살인,검거,6
2016,동작,강도,발생,7
2016,동작,강도,검거,7
2016,동작,강간,발생,325
2016,동작,강간,검거,149
2016,동작,절도,발생,1226
2016,동작,절도,검거,554
2016,동작,폭력,발생,1661
2016,동작,폭력,검거,1444
2016,광진,살인,발생,4
2016,광진,살인,검거,4
2016,광진,강도,발생,11
2016,광진,강도,검거,6
2016,광진,강간,발생,279
2016,광진,강간,검거,234
2016,광진,절도,발생,2636
2016,광진,절도,검거,1057
2016,광진,폭력,발생,2392
2016,광진,폭력,검거,2011
2016,서부,살인,발생,4
2016,서부,살인,검거,4
2016,서부,강도,발생,4
2016,서부,강도,검거,2
2016,서부,강간,발생,54
2016,서부,강간,검거,49
2016,서부,절도,발생,781
2016,서부,절도,검거,389
2016,서부,폭력,발생,1128
2016,서부,폭력,검거,980
2016,강북,살인,발생,7
2016,강북,살인,검거,6
2016,강북,강도,발생,5
2016,강북,강도,검거,4
2016,강북,강간,발생,217
2016,강북,강간,검거,159
2016,강북,절도,발생,1222
2016,강북,절도,검거,672
2016,강북,폭력,발생,2778
2016,강북,폭력,검거,2482
2016,금천,살인,발생,6
2016,금천,살인,검거,6
2016,금천,강도,발생,7
2016,금천,강도,검거,7
2016,금천,강간,발생,175
2016,금천,강간,검거,143
2016,금천,절도,발생,1264
2016,금천,절도,검거,654
2016,금천,폭력,발생,2193
2016,금천,폭력,검거,1946
2016,중랑,살인,발생,8
2016,중랑,살인,검거,7
2016,중랑,강도,발생,14
2016,중랑,강도,검거,14
2016,중랑,강간,발생,164
2016,중랑,강간,검거,150
2016,중랑,절도,발생,1691
2016,중랑,절도,검거,1052
2016,중랑,폭력,발생,3164
2016,중랑,폭력,검거,2712
2016,강남,살인,발생,3
2016,강남,살인,검거,3
2016,강남,강도,발생,24
2016,강남,강도,검거,26
2016,강남,강간,발생,339
2016,강남,강간,검거,269
2016,강남,절도,발생,2438
2016,강남,절도,검거,1129
2016,강남,폭력,발생,2336
2016,강남,폭력,검거,2096
2016,관악,살인,발생,6
2016,관악,살인,검거,7
2016,관악,강도,발생,12
2016,관악,강도,검거,10
2016,관악,강간,발생,322
2016,관악,강간,검거,264
2016,관악,절도,발생,2103
2016,관악,절도,검거,937
2016,관악,폭력,발생,3235
2016,관악,폭력,검거,2707
2016,강서,살인,발생,9
2016,강서,살인,검거,10
2016,강서,강도,발생,10
2016,강서,강도,검거,10
2016,강서,강간,발생,275
2016,강서,강간,검거,239
2016,강서,절도,발생,1952
2016,강서,절도,검거,1070
2016,강서,폭력,발생,3204
2016,강서,폭력,검거,2768
2016,강동,살인,발생,4
2016,강동,살인,검거,5
2016,강동,강도,발생,14
2016,강동,강도,검거,13
2016,강동,강간,발생,160
2016,강동,강간,검거,152
2016,강동,절도,발생,1754
2016,강동,절도,검거,902
2016,강동,폭력,발생,2530
2016,강동,폭력,검거,2201
2016,종암,살인,발생,2
2016,종암,살인,검거,1
2016,종암,강도,발생,5
2016,종암,강도,검거,5
2016,종암,강간,발생,51
2016,종암,강간,검거,42
2016,종암,절도,발생,680
2016,종암,절도,검거,344
2016,종암,폭력,발생,932
2016,종암,폭력,검거,815
2016,구로,살인,발생,9
2016,구로,살인,검거,9
2016,구로,강도,발생,10
2016,구로,강도,검거,13
2016,구로,강간,발생,273
2016,구로,강간,검거,181
2016,구로,절도,발생,1910
2016,구로,절도,검거,861
2016,구로,폭력,발생,3164
2016,구로,폭력,검거,2680
2016,서초,살인,발생,4
2016,서초,살인,검거,4
2016,서초,강도,발생,9
2016,서초,강도,검거,5
2016,서초,강간,발생,350
2016,서초,강간,검거,220
2016,서초,절도,발생,1733
2016,서초,절도,검거,814
2016,서초,폭력,발생,1838
2016,서초,폭력,검거,1583
2016,양천,살인,발생,5
2016,양천,살인,검거,5
2016,양천,강도,발생,7
2016,양천,강도,검거,7
2016,양천,강간,발생,131
2016,양천,강간,검거,108
2016,양천,절도,발생,1719
2016,양천,절도,검거,755
2016,양천,폭력,발생,2250
2016,양천,폭력,검거,1918
2016,송파,살인,발생,9
2016,송파,살인,검거,8
2016,송파,강도,발생,15
2016,송파,강도,검거,12
2016,송파,강간,발생,234
2016,송파,강간,검거,184
2016,송파,절도,발생,2543
2016,송파,절도,검거,1048
2016,송파,폭력,발생,3289
2016,송파,폭력,검거,2808
2016,노원,살인,발생,5
2016,노원,살인,검거,6
2016,노원,강도,발생,6
2016,노원,강도,검거,9
2016,노원,강간,발생,159
2016,노원,강간,검거,142
2016,노원,절도,발생,1857
2016,노원,절도,검거,740
2016,노원,폭력,발생,2516
2016,노원,폭력,검거,2124
2016,방배,살인,발생,1
2016,방배,살인,검거,1
2016,방배,강도,발생,4
2016,방배,강도,검거,5
2016,방배,강간,발생,78
2016,방배,강간,검거,51
2016,방배,절도,발생,472
2016,방배,절도,검거,293
2016,방배,폭력,발생,500
2016,방배,폭력,검거,446
2016,은평,살인,발생,2
2016,은평,살인,검거,2
2016,은평,강도,발생,5
2016,은평,강도,검거,5
2016,은평,강간,발생,102
2016,은평,강간,검거,93
2016,은평,절도,발생,885
2016,은평,절도,검거,501
2016,은평,폭력,발생,1536
2016,은평,폭력,검거,1328
2016,도봉,살인,발생,3
2016,도봉,살인,검거,3
2016,도봉,강도,발생,5
2016,도봉,강도,검거,5
2016,도봉,강간,발생,123
2016,도봉,강간,검거,121
2016,도봉,절도,발생,866
2016,도봉,절도,검거,492
2016,도봉,폭력,발생,1441
2016,도봉,폭력,검거,1309
2016,수서,살인,발생,2
2016,수서,살인,검거,2
2016,수서,강도,발생,15
2016,수서,강도,검거,16
2016,수서,강간,발생,177
2016,수서,강간,검거,144
2016,수서,절도,발생,1149
2016,수서,절도,검거,789
2016,수서,폭력,발생,1666
2016,수서,폭력,검거,1431
2017,중부,살인,발생,0
2017,중부,살인,검거,0
2017,중부,강도,발생,6
2017,중부,강도,검거,6
2017,중부,강간,발생,173
2017,중부,강간,검거,87
2017,중부,절도,발생,1061
2017,중부,절도,검거,489
2017,중부,폭력,발생,1198
2017,중부,폭력,검거,1024
2017,종로,살인,발생,5
2017,종로,살인,검거,3
2017,종로,강도,발생,5
2017,종로,강도,검거,4
2017,종로,강간,발생,131
2017,종로,강간,검거,103
2017,종로,절도,발생,910
2017,종로,절도,검거,360
2017,종로,폭력,발생,1220
2017,종로,폭력,검거,1059
2017,남대문,살인,발생,1
2017,남대문,살인,검거,0
2017,남대문,강도,발생,3
2017,남대문,강도,검거,3
2017,남대문,강간,발생,94
2017,남대문,강간,검거,62
2017,남대문,절도,발생,785
2017,남대문,절도,검거,400
2017,남대문,폭력,발생,863
2017,남대문,폭력,검거,780
2017,서대문,살인,발생,4
2017,서대문,살인,검거,4
2017,서대문,강도,발생,1
2017,서대문,강도,검거,2
2017,서대문,강간,발생,202
2017,서대문,강간,검거,181
2017,서대문,절도,발생,1230
2017,서대문,절도,검거,719
2017,서대문,폭력,발생,1676
2017,서대문,폭력,검거,1393
